volgnr.,id,filename,link,viewer,title,date,description,creator,publisher,physical_width,physical_height,scale,dpi,north,south,east,west,overige,
2567,0106053131010,0106053131010.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5589,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5596/show/5589,"[blad] I.I., uit: Kaartboek van het Bylandsch Kanaal / [landmeters: Martinus Beijerinck, Hendrik van Straalen en J. Engelman]",1772,"Annotatie: Zonder titelp; Bevat 13 kaarten (voornamelijk van het Bylandsch Kanaal) en 1 tekening van een stroommeter, gedateerd tussen 1772 en 1798, waarschijnlijk ca. 1930 in 1 band samengevoegd; De bladen zijn afzonderlijk beschreven onder dezelfde signatuur; De bladen zijn afzonderlijk beschreven",Martinus Beijerinck; Hendrik van Straalen; J. Engelman 1765-1820 fl.,[S.l.] : [s.n.],,,,300,,,,,,
2568,0106053131011,0106053131011.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5590,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5596/show/5590,"[blad] K.K., uit: Kaartboek van het Bylandsch Kanaal / [landmeters: Martinus Beijerinck, Hendrik van Straalen en J. Engelman]",1772,"Annotatie: Zonder titelp; Bevat 13 kaarten (voornamelijk van het Bylandsch Kanaal) en 1 tekening van een stroommeter, gedateerd tussen 1772 en 1798, waarschijnlijk ca. 1930 in 1 band samengevoegd; De bladen zijn afzonderlijk beschreven onder dezelfde signatuur; De bladen zijn afzonderlijk beschreven",Martinus Beijerinck; Hendrik van Straalen; J. Engelman 1765-1820 fl.,[S.l.] : [s.n.],,,,300,,,,,,
2569,0106053131012,0106053131012.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5591,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5596/show/5591,"[blad] L.L., uit: Kaartboek van het Bylandsch Kanaal / [landmeters: Martinus Beijerinck, Hendrik van Straalen en J. Engelman]",1772,"Annotatie: Zonder titelp; Bevat 13 kaarten (voornamelijk van het Bylandsch Kanaal) en 1 tekening van een stroommeter, gedateerd tussen 1772 en 1798, waarschijnlijk ca. 1930 in 1 band samengevoegd; De bladen zijn afzonderlijk beschreven onder dezelfde signatuur; De bladen zijn afzonderlijk beschreven",Martinus Beijerinck; Hendrik van Straalen; J. Engelman 1765-1820 fl.,[S.l.] : [s.n.],,,,300,,,,,,
2570,0106053131013,0106053131013.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5592,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5596/show/5592,"[blad] M.M., uit: Kaartboek van het Bylandsch Kanaal / [landmeters: Martinus Beijerinck, Hendrik van Straalen en J. Engelman]",1772,"Annotatie: Zonder titelp; Bevat 13 kaarten (voornamelijk van het Bylandsch Kanaal) en 1 tekening van een stroommeter, gedateerd tussen 1772 en 1798, waarschijnlijk ca. 1930 in 1 band samengevoegd; De bladen zijn afzonderlijk beschreven onder dezelfde signatuur; De bladen zijn afzonderlijk beschreven",Martinus Beijerinck; Hendrik van Straalen; J. Engelman 1765-1820 fl.,[S.l.] : [s.n.],,,,300,,,,,,
2571,0106053131014,0106053131014.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5593,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5596/show/5593,"[blad] N.N., uit: Kaartboek van het Bylandsch Kanaal / [landmeters: Martinus Beijerinck, Hendrik van Straalen en J. Engelman]",1772,"Annotatie: Zonder titelp; Bevat 13 kaarten (voornamelijk van het Bylandsch Kanaal) en 1 tekening van een stroommeter, gedateerd tussen 1772 en 1798, waarschijnlijk ca. 1930 in 1 band samengevoegd; De bladen zijn afzonderlijk beschreven onder dezelfde signatuur; De bladen zijn afzonderlijk beschreven",Martinus Beijerinck; Hendrik van Straalen; J. Engelman 1765-1820 fl.,[S.l.] : [s.n.],,,,300,,,,,,
2560,0106053131003,0106053131003.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5582,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5596/show/5582,"[blad] Q., uit: Kaartboek van het Bylandsch Kanaal / [landmeters: Martinus Beijerinck, Hendrik van Straalen en J. Engelman]",1772,"Annotatie: Zonder titelp; Bevat 13 kaarten (voornamelijk van het Bylandsch Kanaal) en 1 tekening van een stroommeter, gedateerd tussen 1772 en 1798, waarschijnlijk ca. 1930 in 1 band samengevoegd; De bladen zijn afzonderlijk beschreven onder dezelfde signatuur; De bladen zijn afzonderlijk beschreven",Martinus Beijerinck; Hendrik van Straalen; J. Engelman 1765-1820 fl.,[S.l.] : [s.n.],,,,300,,,,,,
2561,0106053131004,0106053131004.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5583,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5596/show/5583,"[blad] T., uit: Kaartboek van het Bylandsch Kanaal / [landmeters: Martinus Beijerinck, Hendrik van Straalen en J. Engelman]",1772,"Annotatie: Zonder titelp; Bevat 13 kaarten (voornamelijk van het Bylandsch Kanaal) en 1 tekening van een stroommeter, gedateerd tussen 1772 en 1798, waarschijnlijk ca. 1930 in 1 band samengevoegd; De bladen zijn afzonderlijk beschreven onder dezelfde signatuur; De bladen zijn afzonderlijk beschreven",Martinus Beijerinck; Hendrik van Straalen; J. Engelman 1765-1820 fl.,[S.l.] : [s.n.],,,,300,,,,,,
2562,0106053131005,0106053131005.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5584,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5596/show/5584,"[blad] W., uit: Kaartboek van het Bylandsch Kanaal / [landmeters: Martinus Beijerinck, Hendrik van Straalen en J. Engelman]",1772,"Annotatie: Zonder titelp; Bevat 13 kaarten (voornamelijk van het Bylandsch Kanaal) en 1 tekening van een stroommeter, gedateerd tussen 1772 en 1798, waarschijnlijk ca. 1930 in 1 band samengevoegd; De bladen zijn afzonderlijk beschreven onder dezelfde signatuur; De bladen zijn afzonderlijk beschreven",Martinus Beijerinck; Hendrik van Straalen; J. Engelman 1765-1820 fl.,[S.l.] : [s.n.],,,,300,,,,,,
2572,0106053131015,0106053131015.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5594,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5596/show/5594,"Aftekening van den stroom-meeter …, uit: Kaartboek van het Bylandsch Kanaal / [landmeters: Martinus Beijerinck, Hendrik van Straalen en J. Engelman]",1772,"Annotatie: Zonder titelp; Bevat 13 kaarten (voornamelijk van het Bylandsch Kanaal) en 1 tekening van een stroommeter, gedateerd tussen 1772 en 1798, waarschijnlijk ca. 1930 in 1 band samengevoegd; De bladen zijn afzonderlijk beschreven onder dezelfde signatuur; De bladen zijn afzonderlijk beschreven",Martinus Beijerinck; Hendrik van Straalen; J. Engelman 1765-1820 fl.,[S.l.] : [s.n.],,,,300,,,,,,
2555,0106053039001,0106053039001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/4233,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/4233,"Kaart waar op is afgebeeld, het benedenste gedeelte van de Boven Rhyn, van Emmerik, langs het Spyk, met deszelfs dyken, tot daar dezelven sluit, tegens de binnen lyn der oostelyke rand, van de Kaart des Bylandsche Waards / gemeeten en getekend in 1770, door den landmeeter F. Beyerinck ; als mede den  Kleefsche Postweg tot aan Griethuisen, den Ouden Rhyn aldaar; tot in het benedenste gedeelte van het Spuy, of Kleefsche Vaart, zig ontlastende in den Rhyn beneden ; mathematicè opgemeeten door F. Beyerinck en Mart[inu]s Beyerinck ... ; vervolgens door my ondergeschreeven tweede gemelde landmeeter in plan gebragt binnen Nymegen, in september 1772. Martinus Beyerinck ; deze naar de origineele verkleind ... door Hendrik van Straalen ; L[eonard] Schenk, Jansz. sculpsit 1773",1773,titelvariant: Kaartboek van het Bylandsch Kanaal; Annotatie: Links boven: Resol. 5 nov. 1772; Origineel in band met omslagtitel: Kaartboek van het Bylandsch Kanaal; Annotatie geografische gegevens: Zuidwest boven,Frederik Beijerinck 1766-1838; Martinus Beijerinck; Hendrik van Straalen; Leonardus Schenk Jansz. 1732-1800,[S.l. : s.n.],43,70,13000,300,52.666666666667,51.666666666667,6.9166666666667,5.0833333333333,,
2224,0106050020001,0106050020001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/2484,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/2484,"Hollandiae pars meridionalior, vulgo Zuyd-Holland / auctore Nic. Visscher",1775,"Annotatie: Met privilege; Deze kaart is oorspronkelijk verschenen te Amsterdam bij Nic. Visscher tussen 1677 en 1702; Annotatie geografische gegevens: Met schaalstokken o.a. van Een Hollandtsche myle van 2000 Rhynlandtsche roeden [=6,4 cm]; West boven",Petrus Schenk 1728-1803,[Amsterdam : nunc apud P. Schenk jun],46,56,170000,300,52.333333333333,51.583333333333,5.1666666666667,3.75,,
1720,0106053041001,0106053041001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/4235,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/4235,Gemeeten kaart van de rivier de Whaal ... / gemeeten en getekent ... Mart[inu]s Beijerinck en Hendrik van Straalen ; Leonar[ar]d Schenk Jansz. sculpsit,1777,titelvariant: Kaartboek van het Bylandsch Kanaal; Annotatie: Links onder: Resol. 7 mey 1777; Origineel in band met omslagtitel: Kaartboek van het Bylandsch Kanaal; Annotatie geografische gegevens: Zuidwest boven,"Martinus Beijerinck; Straalen, Hendrik van; Schenk, Leonard (Jansz)",[S.l. : s.n.],34,61,10000,300,52.666666666667,51.666666666667,6.9166666666667,5.0833333333333,,
1017,0106050784002,0106050784002.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/1884,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/1908/show/1884,"II, uit: Carte chorographique des Pays-Bas Autrichiens / ... par le Comte de Ferraris ; gravée par L.A. Dupuis",1777,"Annotatie: Lit.: Les militaires et la cartographie des Pays-Bas méridionaux et de la Principauté de Liège à la fin du XVIIe et au XVIII siècle / Claire Lemoine-Isabeau. - Bruxelles, 1984, p. 206-212; La cartographie au XVIIIe siècle et l'oeuvre du Comte de Ferraris (1726-1814) : colloque international, Spa, 8-11 sept. 1976. - Bruxelles, 1978; Met opdracht aan keizer Joseph II (bl.XVI); Met plattegrond van Brussel (bl. XXI), overzichtskaart (bl. XXII) en bladwijzer (bl. XXIII); Ontbreekt: bl. I-III en XXI; Voor aanwezige bladen zie overzichtsblad","Ferraris, Johann Joseph; Dupuis, L. A.",[S.l. : s.n.],56,89,86400,300,52,49,7,2,,
1018,0106050784003,0106050784003.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/1885,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/1908/show/1885,"III, uit: Carte chorographique des Pays-Bas Autrichiens / ... par le Comte de Ferraris ; gravée par L.A. Dupuis",1777,"Annotatie: Lit.: Les militaires et la cartographie des Pays-Bas méridionaux et de la Principauté de Liège à la fin du XVIIe et au XVIII siècle / Claire Lemoine-Isabeau. - Bruxelles, 1984, p. 206-212; La cartographie au XVIIIe siècle et l'oeuvre du Comte de Ferraris (1726-1814) : colloque international, Spa, 8-11 sept. 1976. - Bruxelles, 1978; Met opdracht aan keizer Joseph II (bl.XVI); Met plattegrond van Brussel (bl. XXI), overzichtskaart (bl. XXII) en bladwijzer (bl. XXIII); Ontbreekt: bl. I-III en XXI; Voor aanwezige bladen zie overzichtsblad","Ferraris, Johann Joseph; Dupuis, L. A.",[S.l. : s.n.],56,89,86400,300,52,49,7,2,,
1019,0106050784004,0106050784004.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/1886,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/1908/show/1886,"IV, uit: Carte chorographique des Pays-Bas Autrichiens / ... par le Comte de Ferraris ; gravée par L.A. Dupuis",1777,"Annotatie: Lit.: Les militaires et la cartographie des Pays-Bas méridionaux et de la Principauté de Liège à la fin du XVIIe et au XVIII siècle / Claire Lemoine-Isabeau. - Bruxelles, 1984, p. 206-212; La cartographie au XVIIIe siècle et l'oeuvre du Comte de Ferraris (1726-1814) : colloque international, Spa, 8-11 sept. 1976. - Bruxelles, 1978; Met opdracht aan keizer Joseph II (bl.XVI); Met plattegrond van Brussel (bl. XXI), overzichtskaart (bl. XXII) en bladwijzer (bl. XXIII); Ontbreekt: bl. I-III en XXI; Voor aanwezige bladen zie overzichtsblad","Ferraris, Johann Joseph; Dupuis, L. A.",[S.l. : s.n.],56,89,86400,300,52,49,7,2,,
1023,0106050784008,0106050784008.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/1890,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/1908/show/1890,"IX, uit: Carte chorographique des Pays-Bas Autrichiens / ... par le Comte de Ferraris ; gravée par L.A. Dupuis",1777,"Annotatie: Lit.: Les militaires et la cartographie des Pays-Bas méridionaux et de la Principauté de Liège à la fin du XVIIe et au XVIII siècle / Claire Lemoine-Isabeau. - Bruxelles, 1984, p. 206-212; La cartographie au XVIIIe siècle et l'oeuvre du Comte de Ferraris (1726-1814) : colloque international, Spa, 8-11 sept. 1976. - Bruxelles, 1978; Met opdracht aan keizer Joseph II (bl.XVI); Met plattegrond van Brussel (bl. XXI), overzichtskaart (bl. XXII) en bladwijzer (bl. XXIII); Ontbreekt: bl. I-III en XXI; Voor aanwezige bladen zie overzichtsblad","Ferraris, Johann Joseph; Dupuis, L. A.",[S.l. : s.n.],56,89,86400,300,52,49,7,2,,
1020,0106050784005,0106050784005.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/1887,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/1908/show/1887,"V, uit: Carte chorographique des Pays-Bas Autrichiens / ... par le Comte de Ferraris ; gravée par L.A. Dupuis",1777,"Annotatie: Lit.: Les militaires et la cartographie des Pays-Bas méridionaux et de la Principauté de Liège à la fin du XVIIe et au XVIII siècle / Claire Lemoine-Isabeau. - Bruxelles, 1984, p. 206-212; La cartographie au XVIIIe siècle et l'oeuvre du Comte de Ferraris (1726-1814) : colloque international, Spa, 8-11 sept. 1976. - Bruxelles, 1978; Met opdracht aan keizer Joseph II (bl.XVI); Met plattegrond van Brussel (bl. XXI), overzichtskaart (bl. XXII) en bladwijzer (bl. XXIII); Ontbreekt: bl. I-III en XXI; Voor aanwezige bladen zie overzichtsblad","Ferraris, Johann Joseph; Dupuis, L. A.",[S.l. : s.n.],56,89,86400,300,52,49,7,2,,
1021,0106050784006,0106050784006.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/1888,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/1908/show/1888,"VI, uit: Carte chorographique des Pays-Bas Autrichiens / ... par le Comte de Ferraris ; gravée par L.A. Dupuis",1777,"Annotatie: Lit.: Les militaires et la cartographie des Pays-Bas méridionaux et de la Principauté de Liège à la fin du XVIIe et au XVIII siècle / Claire Lemoine-Isabeau. - Bruxelles, 1984, p. 206-212; La cartographie au XVIIIe siècle et l'oeuvre du Comte de Ferraris (1726-1814) : colloque international, Spa, 8-11 sept. 1976. - Bruxelles, 1978; Met opdracht aan keizer Joseph II (bl.XVI); Met plattegrond van Brussel (bl. XXI), overzichtskaart (bl. XXII) en bladwijzer (bl. XXIII); Ontbreekt: bl. I-III en XXI; Voor aanwezige bladen zie overzichtsblad","Ferraris, Johann Joseph; Dupuis, L. A.",[S.l. : s.n.],56,89,86400,300,52,49,7,2,,
1022,0106050784007,0106050784007.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/1889,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/1908/show/1889,"VII, uit: Carte chorographique des Pays-Bas Autrichiens / ... par le Comte de Ferraris ; gravée par L.A. Dupuis",1777,"Annotatie: Lit.: Les militaires et la cartographie des Pays-Bas méridionaux et de la Principauté de Liège à la fin du XVIIe et au XVIII siècle / Claire Lemoine-Isabeau. - Bruxelles, 1984, p. 206-212; La cartographie au XVIIIe siècle et l'oeuvre du Comte de Ferraris (1726-1814) : colloque international, Spa, 8-11 sept. 1976. - Bruxelles, 1978; Met opdracht aan keizer Joseph II (bl.XVI); Met plattegrond van Brussel (bl. XXI), overzichtskaart (bl. XXII) en bladwijzer (bl. XXIII); Ontbreekt: bl. I-III en XXI; Voor aanwezige bladen zie overzichtsblad","Ferraris, Johann Joseph; Dupuis, L. A.",[S.l. : s.n.],56,89,86400,300,52,49,7,2,,
1024,0106050784009,0106050784009.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/1891,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/1908/show/1891,"VIII, uit: Carte chorographique des Pays-Bas Autrichiens / ... par le Comte de Ferraris ; gravée par L.A. Dupuis",1777,"Annotatie: Lit.: Les militaires et la cartographie des Pays-Bas méridionaux et de la Principauté de Liège à la fin du XVIIe et au XVIII siècle / Claire Lemoine-Isabeau. - Bruxelles, 1984, p. 206-212; La cartographie au XVIIIe siècle et l'oeuvre du Comte de Ferraris (1726-1814) : colloque international, Spa, 8-11 sept. 1976. - Bruxelles, 1978; Met opdracht aan keizer Joseph II (bl.XVI); Met plattegrond van Brussel (bl. XXI), overzichtskaart (bl. XXII) en bladwijzer (bl. XXIII); Ontbreekt: bl. I-III en XXI; Voor aanwezige bladen zie overzichtsblad","Ferraris, Johann Joseph; Dupuis, L. A.",[S.l. : s.n.],56,89,86400,300,52,49,7,2,,
1025,0106050784010,0106050784010.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/1892,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/1908/show/1892,"X, uit: Carte chorographique des Pays-Bas Autrichiens / ... par le Comte de Ferraris ; gravée par L.A. Dupuis",1777,"Annotatie: Lit.: Les militaires et la cartographie des Pays-Bas méridionaux et de la Principauté de Liège à la fin du XVIIe et au XVIII siècle / Claire Lemoine-Isabeau. - Bruxelles, 1984, p. 206-212; La cartographie au XVIIIe siècle et l'oeuvre du Comte de Ferraris (1726-1814) : colloque international, Spa, 8-11 sept. 1976. - Bruxelles, 1978; Met opdracht aan keizer Joseph II (bl.XVI); Met plattegrond van Brussel (bl. XXI), overzichtskaart (bl. XXII) en bladwijzer (bl. XXIII); Ontbreekt: bl. I-III en XXI; Voor aanwezige bladen zie overzichtsblad","Ferraris, Johann Joseph; Dupuis, L. A.",[S.l. : s.n.],56,89,86400,300,52,49,7,2,,
1026,0106050784011,0106050784011.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/1893,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/1908/show/1893,"XI [Annonce de l'ouvrage], uit: Carte chorographique des Pays-Bas Autrichiens / ... par le Comte de Ferraris ; gravée par L.A. Dupuis",1777,"Annotatie: Lit.: Les militaires et la cartographie des Pays-Bas méridionaux et de la Principauté de Liège à la fin du XVIIe et au XVIII siècle / Claire Lemoine-Isabeau. - Bruxelles, 1984, p. 206-212; La cartographie au XVIIIe siècle et l'oeuvre du Comte de Ferraris (1726-1814) : colloque international, Spa, 8-11 sept. 1976. - Bruxelles, 1978; Met opdracht aan keizer Joseph II (bl.XVI); Met plattegrond van Brussel (bl. XXI), overzichtskaart (bl. XXII) en bladwijzer (bl. XXIII); Ontbreekt: bl. I-III en XXI; Voor aanwezige bladen zie overzichtsblad","Ferraris, Johann Joseph; Dupuis, L. A.",[S.l. : s.n.],56,89,86400,300,52,49,7,2,,
1027,0106050784012,0106050784012.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/1894,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/1908/show/1894,"XII, uit: Carte chorographique des Pays-Bas Autrichiens / ... par le Comte de Ferraris ; gravée par L.A. Dupuis",1777,"Annotatie: Lit.: Les militaires et la cartographie des Pays-Bas méridionaux et de la Principauté de Liège à la fin du XVIIe et au XVIII siècle / Claire Lemoine-Isabeau. - Bruxelles, 1984, p. 206-212; La cartographie au XVIIIe siècle et l'oeuvre du Comte de Ferraris (1726-1814) : colloque international, Spa, 8-11 sept. 1976. - Bruxelles, 1978; Met opdracht aan keizer Joseph II (bl.XVI); Met plattegrond van Brussel (bl. XXI), overzichtskaart (bl. XXII) en bladwijzer (bl. XXIII); Ontbreekt: bl. I-III en XXI; Voor aanwezige bladen zie overzichtsblad","Ferraris, Johann Joseph; Dupuis, L. A.",[S.l. : s.n.],56,89,86400,300,52,49,7,2,,
1028,0106050784013,0106050784013.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/1895,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/1908/show/1895,"XIII, uit: Carte chorographique des Pays-Bas Autrichiens / ... par le Comte de Ferraris ; gravée par L.A. Dupuis",1777,"Annotatie: Lit.: Les militaires et la cartographie des Pays-Bas méridionaux et de la Principauté de Liège à la fin du XVIIe et au XVIII siècle / Claire Lemoine-Isabeau. - Bruxelles, 1984, p. 206-212; La cartographie au XVIIIe siècle et l'oeuvre du Comte de Ferraris (1726-1814) : colloque international, Spa, 8-11 sept. 1976. - Bruxelles, 1978; Met opdracht aan keizer Joseph II (bl.XVI); Met plattegrond van Brussel (bl. XXI), overzichtskaart (bl. XXII) en bladwijzer (bl. XXIII); Ontbreekt: bl. I-III en XXI; Voor aanwezige bladen zie overzichtsblad","Ferraris, Johann Joseph; Dupuis, L. A.",[S.l. : s.n.],56,89,86400,300,52,49,7,2,,
1029,0106050784014,0106050784014.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/1896,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/1908/show/1896,"XIV, uit: Carte chorographique des Pays-Bas Autrichiens / ... par le Comte de Ferraris ; gravée par L.A. Dupuis",1777,"Annotatie: Lit.: Les militaires et la cartographie des Pays-Bas méridionaux et de la Principauté de Liège à la fin du XVIIe et au XVIII siècle / Claire Lemoine-Isabeau. - Bruxelles, 1984, p. 206-212; La cartographie au XVIIIe siècle et l'oeuvre du Comte de Ferraris (1726-1814) : colloque international, Spa, 8-11 sept. 1976. - Bruxelles, 1978; Met opdracht aan keizer Joseph II (bl.XVI); Met plattegrond van Brussel (bl. XXI), overzichtskaart (bl. XXII) en bladwijzer (bl. XXIII); Ontbreekt: bl. I-III en XXI; Voor aanwezige bladen zie overzichtsblad","Ferraris, Johann Joseph; Dupuis, L. A.",[S.l. : s.n.],56,89,86400,300,52,49,7,2,,
1034,0106050784019,0106050784019.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/1901,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/1908/show/1901,"XIX, uit: Carte chorographique des Pays-Bas Autrichiens / ... par le Comte de Ferraris ; gravée par L.A. Dupuis",1777,"Annotatie: Lit.: Les militaires et la cartographie des Pays-Bas méridionaux et de la Principauté de Liège à la fin du XVIIe et au XVIII siècle / Claire Lemoine-Isabeau. - Bruxelles, 1984, p. 206-212; La cartographie au XVIIIe siècle et l'oeuvre du Comte de Ferraris (1726-1814) : colloque international, Spa, 8-11 sept. 1976. - Bruxelles, 1978; Met opdracht aan keizer Joseph II (bl.XVI); Met plattegrond van Brussel (bl. XXI), overzichtskaart (bl. XXII) en bladwijzer (bl. XXIII); Ontbreekt: bl. I-III en XXI; Voor aanwezige bladen zie overzichtsblad","Ferraris, Johann Joseph; Dupuis, L. A.",[S.l. : s.n.],56,89,86400,300,52,49,7,2,,
1030,0106050784015,0106050784015.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/1897,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/1908/show/1897,"XV, uit: Carte chorographique des Pays-Bas Autrichiens / ... par le Comte de Ferraris ; gravée par L.A. Dupuis",1777,"Annotatie: Lit.: Les militaires et la cartographie des Pays-Bas méridionaux et de la Principauté de Liège à la fin du XVIIe et au XVIII siècle / Claire Lemoine-Isabeau. - Bruxelles, 1984, p. 206-212; La cartographie au XVIIIe siècle et l'oeuvre du Comte de Ferraris (1726-1814) : colloque international, Spa, 8-11 sept. 1976. - Bruxelles, 1978; Met opdracht aan keizer Joseph II (bl.XVI); Met plattegrond van Brussel (bl. XXI), overzichtskaart (bl. XXII) en bladwijzer (bl. XXIII); Ontbreekt: bl. I-III en XXI; Voor aanwezige bladen zie overzichtsblad","Ferraris, Johann Joseph; Dupuis, L. A.",[S.l. : s.n.],56,89,86400,300,52,49,7,2,,
1031,0106050784016,0106050784016.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/1898,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/1908/show/1898,"XVI [La présentation de l' ouvrage], uit: Carte chorographique des Pays-Bas Autrichiens / ... par le Comte de Ferraris ; gravée par L.A. Dupuis",1777,"Annotatie: Lit.: Les militaires et la cartographie des Pays-Bas méridionaux et de la Principauté de Liège à la fin du XVIIe et au XVIII siècle / Claire Lemoine-Isabeau. - Bruxelles, 1984, p. 206-212; La cartographie au XVIIIe siècle et l'oeuvre du Comte de Ferraris (1726-1814) : colloque international, Spa, 8-11 sept. 1976. - Bruxelles, 1978; Met opdracht aan keizer Joseph II (bl.XVI); Met plattegrond van Brussel (bl. XXI), overzichtskaart (bl. XXII) en bladwijzer (bl. XXIII); Ontbreekt: bl. I-III en XXI; Voor aanwezige bladen zie overzichtsblad","Ferraris, Johann Joseph; Dupuis, L. A.",[S.l. : s.n.],56,89,86400,300,52,49,7,2,,
1032,0106050784017,0106050784017.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/1899,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/1908/show/1899,"XVII [Emplacement des echelles], uit: Carte chorographique des Pays-Bas Autrichiens / ... par le Comte de Ferraris ; gravée par L.A. Dupuis",1777,"Annotatie: Lit.: Les militaires et la cartographie des Pays-Bas méridionaux et de la Principauté de Liège à la fin du XVIIe et au XVIII siècle / Claire Lemoine-Isabeau. - Bruxelles, 1984, p. 206-212; La cartographie au XVIIIe siècle et l'oeuvre du Comte de Ferraris (1726-1814) : colloque international, Spa, 8-11 sept. 1976. - Bruxelles, 1978; Met opdracht aan keizer Joseph II (bl.XVI); Met plattegrond van Brussel (bl. XXI), overzichtskaart (bl. XXII) en bladwijzer (bl. XXIII); Ontbreekt: bl. I-III en XXI; Voor aanwezige bladen zie overzichtsblad","Ferraris, Johann Joseph; Dupuis, L. A.",[S.l. : s.n.],56,89,86400,300,52,49,7,2,,
